0.00000 2.81856
2.00000 2.80682
4.00000 2.80568
6.00000 2.80550
8.00000 2.80620
10.00000 2.80695
12.00000 2.80605
14.00000 2.80610
16.00000 2.80557
18.00000 2.80515
20.00000 2.80550
22.00000 2.80377
24.00000 2.80435
26.00000 2.80391
28.00000 2.80323
30.00000 2.80251
32.00000 2.80136
34.00000 2.80132
36.00000 2.80136
38.00000 2.80081
40.00000 2.79468
42.00000 2.79562
44.00000 2.79505
46.00000 2.79231
48.00000 2.79404
50.00000 2.79132
52.00000 2.79211
54.00000 2.79118
56.00000 2.79119
58.00000 2.79249
60.00000 2.78998
62.00000 2.79025
64.00000 2.78728
66.00000 2.78564
68.00000 2.78386
70.00000 2.78481
72.00000 2.78565
74.00000 2.78337
76.00000 2.78206
78.00000 2.78079
80.00000 2.78076
82.00000 2.78048
84.00000 2.77797
86.00000 2.77713
88.00000 2.77757
90.00000 2.77712
92.00000 2.77490
94.00000 2.77097
96.00000 2.77120
98.00000 2.76994
100.00000 2.76654
102.00000 2.76854
104.00000 2.76352
106.00000 2.75910
108.00000 2.76025
110.00000 2.75868
112.00000 2.76320
114.00000 2.75539
116.00000 2.75817
118.00000 2.75469
120.00000 2.75649
122.00000 2.75116
124.00000 2.74934
126.00000 2.74475
128.00000 2.74557
130.00000 2.74484
132.00000 2.73787
134.00000 2.74279
136.00000 2.73395
138.00000 2.73751
140.00000 2.72904
142.00000 2.74046
144.00000 2.73250
146.00000 2.72731
148.00000 2.72570
150.00000 2.71848
152.00000 2.72933
154.00000 2.70682
156.00000 2.72032
158.00000 2.70947
160.00000 2.72594
162.00000 2.71193
164.00000 2.71528
166.00000 2.70596
168.00000 2.70083
170.00000 2.70310
172.00000 2.69606
174.00000 2.70644
176.00000 2.70734
178.00000 2.69637
180.00000 2.69710
182.00000 2.68981
184.00000 2.68408
186.00000 2.69802
188.00000 2.68000
190.00000 2.67989
192.00000 2.68577
194.00000 2.69088
196.00000 2.68543
198.00000 2.67407
200.00000 2.69144
